1753301821.345,204.06,203.81,-1.40
1753301821.377,204.11,204.38,-1.32
1753301821.409,204.01,203.98,-1.40
1753301821.441,204.06,204.18,-1.41
1753301821.473,204.19,204.35,-1.40
1753301821.505,204.05,203.84,-1.40
1753301821.537,204.19,204.43,-1.36
1753301821.569,204.07,203.72,-1.39
1753301821.601,204.02,203.93,-1.41
1753301821.633,204.12,203.98,-1.29
1753301821.665,204.40,204.46,-1.39
1753301821.713,204.42,204.39,-1.52
1753301821.729,204.45,204.64,-1.35
1753301821.761,204.37,204.13,-1.41
1753301821.809,204.35,204.13,-1.34
1753301821.825,204.22,204.13,-1.35
1753301821.873,204.19,204.33,-1.35
1753301821.905,204.09,203.98,-1.40
1753301821.937,204.30,204.64,-1.32
1753301821.969,204.33,204.06,-1.44
1753301822.001,204.40,204.41,-1.31
1753301822.033,204.18,204.37,-1.33
1753301822.065,204.33,204.34,-1.38
1753301822.097,204.31,204.08,-1.29
1753301822.129,204.32,204.34,-1.40
1753301822.177,204.37,204.05,-1.40
1753301822.193,204.48,204.74,-1.38
1753301822.241,204.24,204.07,-1.28
1753301822.273,204.28,204.39,-1.27
1753301822.289,204.41,204.20,-1.36
1753301822.321,204.47,204.62,-1.43
1753301822.369,204.36,204.16,-1.27
1753301822.385,204.46,204.79,-1.33
1753301822.433,204.30,203.98,-1.36
1753301822.465,204.32,204.11,-1.48
1753301822.497,204.48,204.45,-1.39
1753301822.529,204.43,204.23,-1.36
1753301822.561,204.36,204.00,-1.39
1753301822.593,204.32,204.48,-1.43
1753301822.625,204.27,204.17,-1.43
1753301822.657,204.35,204.48,-1.38
1753301822.689,204.27,204.34,-1.31
1753301822.721,204.34,204.65,-1.36
1753301822.753,204.37,204.57,-1.42
1753301822.785,204.34,204.03,-1.23
1753301822.817,204.20,204.54,-1.43
1753301822.849,204.29,204.15,-1.30
1753301822.881,204.23,204.37,-1.43
1753301822.930,204.26,205.03,-1.42
1753301822.977,203.97,202.85,-1.41
1753301822.993,204.30,204.40,-1.39
1753301823.026,204.55,206.77,-1.41
1753301823.057,204.33,206.46,-1.49
1753301823.090,203.69,201.46,-1.42
1753301823.122,204.48,205.08,-1.43
1753301823.154,204.46,206.13,-1.42
1753301823.186,203.54,202.03,-1.39
1753301823.234,204.94,204.02,-1.50
1753301823.266,204.14,198.93,-1.42
1753301823.314,205.07,209.60,-1.34
1753301823.346,204.60,201.69,-1.45
1753301823.362,204.53,199.02,-1.45
1753301823.394,204.98,204.65,-1.39
1753301823.426,205.33,207.11,-1.52
1753301823.474,203.05,198.45,-1.48
1753301823.506,202.44,196.04,-1.55
1753301823.522,205.39,204.28,-1.54
1753301823.554,203.74,207.86,-1.57
1753301823.602,204.86,208.98,-1.51
1753301823.634,203.20,205.01,-1.59
1753301823.666,205.87,210.74,-1.36
1753301823.698,205.39,207.78,-1.45
1753301823.730,205.71,208.15,-1.51
1753301823.762,205.27,202.49,-1.60
1753301823.794,204.38,206.04,-1.69
1753301823.826,204.75,207.73,-1.70
1753301823.858,207.23,212.98,-2.67
1753301823.906,206.46,202.62,-3.65
1753301823.922,203.66,198.96,-5.17
1753301823.954,202.94,195.25,-7.49
1753301824.002,205.82,203.47,-10.18
1753301824.034,206.35,200.99,-13.49
1753301824.066,204.41,200.26,-15.59
1753301824.098,203.99,198.68,-18.58
1753301824.130,207.09,212.70,-21.58
