1753188684.713,264.19,-2.18
1753188684.729,263.91,-2.19
1753188684.761,264.11,-2.12
1753188684.793,263.67,-2.20
1753188684.825,263.80,-2.20
1753188684.857,263.33,-2.20
1753188684.889,263.94,-1.87
1753188684.921,263.89,-2.10
1753188684.953,263.76,-2.13
1753188684.985,263.74,-2.18
1753188685.033,263.53,-2.44
1753188685.049,263.99,-2.24
1753188685.081,263.43,-2.20
1753188685.113,263.93,-2.29
1753188685.145,264.46,-2.21
1753188685.177,264.18,-2.20
1753188685.209,263.61,-2.16
1753188685.241,263.87,-2.14
1753188685.273,263.81,-2.17
1753188685.321,263.88,-2.17
1753188685.337,263.69,-2.11
1753188685.369,263.03,-2.17
1753188685.401,262.76,-2.01
1753188685.433,263.07,-2.07
1753188685.465,263.14,-2.19
1753188685.497,263.29,-2.18
1753188685.529,262.99,-2.21
1753188685.562,263.42,-2.19
1753188685.593,263.03,-2.09
1753188685.626,262.71,-2.17
1753188685.658,263.40,-2.20
1753188685.690,263.66,-2.17
1753188685.722,263.07,-2.25
1753188685.754,263.02,-2.17
1753188685.786,262.09,-2.15
1753188685.818,263.06,-2.12
1753188685.850,263.63,-2.15
1753188685.882,263.36,-2.17
1753188685.914,262.68,-2.10
1753188685.946,263.31,-2.18
1753188685.978,263.16,-2.22
1753188686.010,263.25,-2.24
1753188686.042,263.16,-2.18
1753188686.090,263.40,-2.03
1753188686.106,263.43,-2.15
1753188686.138,263.62,-2.17
1753188686.170,264.00,-2.18
1753188686.202,263.80,-1.78
1753188686.234,262.82,-2.04
1753188686.282,262.46,-2.14
1753188686.298,263.03,-2.14
1753188686.330,263.73,-2.15
1753188686.362,263.83,-2.16
1753188686.394,264.52,-2.16
1753188686.426,265.15,-2.18
1753188686.458,264.50,-2.20
1753188686.506,264.43,-2.21
1753188686.522,264.36,-2.14
1753188686.554,264.53,-2.14
1753188686.602,264.16,-2.13
1753188686.618,263.55,-2.12
1753188686.650,264.73,-2.20
1753188686.682,264.29,-2.19
1753188686.714,263.83,-2.21
1753188686.746,264.32,-2.16
1753188686.794,264.62,-2.21
1753188686.810,264.32,-2.12
1753188686.842,265.13,-2.17
1753188686.890,264.73,-2.21
1753188686.906,264.42,-2.15
1753188686.938,264.42,-2.14
1753188686.970,264.42,-2.14
1753188687.002,264.43,-1.82
1753188687.034,265.17,-2.07
1753188687.066,265.03,-2.22
1753188687.098,265.34,-2.20
1753188687.130,264.75,-2.22
1753188687.162,264.91,-2.20
1753188687.194,264.00,-2.14
1753188687.226,264.25,-2.14
1753188687.258,264.41,-2.19
1753188687.290,264.10,-2.21
1753188687.322,263.77,-2.22
1753188687.354,263.54,-2.14
1753188687.402,263.14,-2.12
1753188687.418,263.23,-2.14
1753188687.450,262.56,-2.06
1753188687.482,262.65,-2.17
1753188687.514,262.79,-2.19
1753188687.546,262.71,-2.14
1753188687.578,262.76,-2.24
1753188687.610,263.79,-2.15
1753188687.659,263.50,-2.63
1753188687.675,263.02,-2.32
1753188687.723,262.98,-2.17
1753188687.755,262.56,-2.17
1753188687.787,263.78,-2.08
1753188687.819,263.95,-2.09
1753188687.851,262.77,-2.10
1753188687.883,263.86,-2.15
1753188687.915,264.71,-2.11
1753188687.947,264.33,-2.44
1753188687.979,266.04,-2.29
1753188688.011,265.24,-2.29
1753188688.043,265.22,-2.20
1753188688.075,262.98,-2.07
1753188688.107,262.74,-2.14
1753188688.139,263.32,-2.04
1753188688.171,264.64,-2.06
1753188688.219,263.96,-2.29
1753188688.235,263.30,-2.18
1753188688.283,263.58,-2.25
1753188688.299,264.07,-2.37
1753188688.347,265.38,-2.17
1753188688.363,264.31,-2.18
1753188688.395,266.34,-2.21
1753188688.443,262.87,-2.25
1753188688.475,261.26,-2.24
1753188688.491,259.47,-2.50
1753188688.539,264.12,-2.52
1753188688.555,262.83,-2.51
1753188688.603,264.50,-2.41
1753188688.619,265.18,-2.15
1753188688.667,264.29,-2.29
1753188688.699,264.16,-2.26
1753188688.731,266.43,-2.46
1753188688.763,269.06,-2.29
1753188688.795,266.42,-2.45
1753188688.827,264.41,-2.35
1753188688.859,262.50,-3.60
1753188688.891,266.10,-4.50
1753188688.923,261.30,-6.64
1753188688.955,259.14,-9.04
1753188689.003,262.05,-12.54
1753188689.019,263.33,-15.43
1753188689.051,264.56,-18.99
1753188689.083,262.74,-22.15
1753188689.115,264.21,-25.88
1753188689.147,267.65,-29.85
1753188689.179,263.05,-33.76
1753188689.211,265.80,-37.77
1753188689.243,266.10,-42.42
1753188689.291,267.68,-46.77
1753188689.307,267.38,-50.34
1753188689.339,269.05,-54.22
1753188689.371,269.02,-58.07
1753188689.403,271.66,-62.89
1753188689.435,267.17,-67.36
1753188689.467,255.98,-72.24
1753188689.499,268.38,-76.77
1753188689.531,267.24,-81.56
1753188689.563,261.33,-85.91
1753188689.595,249.13,-90.37
1753188689.628,254.83,-95.09
1753188689.659,259.39,-99.49
1753188689.692,255.38,-103.53
1753188689.724,236.37,-107.97
1753188689.756,238.00,-112.62
1753188689.787,232.28,-117.34
1753188689.820,220.71,-121.68
1753188689.852,223.44,-125.71
1753188689.884,190.08,-129.67
1753188689.932,192.94,-133.32
1753188689.964,196.30,-138.20
1753188689.996,192.48,-142.02
1753188690.028,194.08,-145.75
1753188690.060,198.37,-148.90
1753188690.092,187.71,-153.45
1753188690.124,188.88,-156.13
1753188690.156,194.60,-159.30
1753188690.188,193.62,-163.12
1753188690.220,191.39,-166.21
1753188690.252,198.43,-169.67
1753188690.284,197.27,-172.47
1753188690.316,198.10,-176.04
1753188690.348,193.73,-179.43
1753188690.380,198.96,-182.13
1753188690.412,201.09,-185.69
1753188690.444,204.59,-189.75
1753188690.476,203.54,-192.83
1753188690.540,210.47,-196.17
1753188690.556,211.22,-198.86
1753188690.572,220.09,-202.17
1753188690.604,216.54,-205.32
1753188690.636,229.51,-208.02
1753188690.668,230.01,-210.46
1753188690.700,234.17,-213.48
1753188690.732,246.79,-216.28
1753188690.780,251.80,-217.66
1753188690.796,261.41,-220.27
1753188690.844,264.53,-222.35
1753188690.860,270.66,-224.73
1753188690.892,277.35,-226.47
1753188690.940,252.42,-229.82
1753188690.956,269.48,-233.14
1753188690.988,267.43,-235.58
1753188691.036,259.46,-237.62
1753188691.052,240.60,-240.32
1753188691.084,225.91,-242.94
1753188691.116,197.37,-245.12
1753188691.148,189.52,-246.84
1753188691.196,200.45,-249.63
1753188691.228,204.47,-252.27
1753188691.260,197.85,-253.98
1753188691.292,189.37,-255.00
1753188691.324,194.86,-258.08
1753188691.356,190.42,-260.33
1753188691.388,194.76,-262.38
1753188691.420,198.15,-264.20
1753188691.452,197.90,-265.68
1753188691.484,205.85,-267.72
1753188691.516,209.76,-268.92
1753188691.548,211.47,-271.03
1753188691.580,215.41,-272.93
1753188691.613,229.94,-274.71
1753188691.645,239.04,-276.25
1753188691.677,239.84,-278.10
1753188691.709,252.61,-279.19
1753188691.741,262.01,-279.96
1753188691.773,259.13,-281.44
1753188691.805,266.31,-281.20
1753188691.837,263.49,-281.93
1753188691.869,275.53,-283.83
1753188691.901,251.84,-284.97
1753188691.933,228.86,-285.87
1753188691.965,198.07,-286.49
1753188691.997,190.72,-286.66
1753188692.029,188.89,-286.70
1753188692.061,175.62,-286.72
1753188692.093,194.20,-286.72
1753188692.125,194.08,-286.72
1753188692.157,198.08,-286.72
1753188692.189,194.28,-286.72
1753188692.221,191.51,-286.72
1753188692.253,188.08,-286.72
1753188692.285,203.17,-286.72
1753188692.317,209.72,-286.72
1753188692.349,212.22,-286.72
1753188692.381,218.34,-286.72
1753188692.413,225.79,-286.72
1753188692.445,242.85,-286.72
1753188692.477,243.92,-286.72
1753188692.509,262.09,-286.72
1753188692.541,264.12,-286.72
1753188692.573,263.84,-286.72
1753188692.605,279.73,-286.72
1753188692.637,276.40,-286.72
1753188692.685,256.80,-286.72
1753188692.701,236.59,-286.72
1753188692.733,227.25,-286.72
1753188692.781,210.30,-286.72
1753188692.797,216.87,-286.72
1753188692.829,186.50,-286.72
1753188692.861,186.79,-286.72
1753188692.893,198.01,-286.72
1753188692.925,196.25,-286.72
1753188692.957,193.70,-286.72
1753188692.989,201.99,-286.72
1753188693.037,207.89,-286.72
1753188693.069,214.49,-286.72
1753188693.101,205.79,-286.72
1753188693.133,227.50,-286.72
1753188693.165,229.88,-286.72
1753188693.197,245.05,-286.72
1753188693.229,252.00,-286.72
1753188693.261,257.74,-286.72
1753188693.293,274.17,-286.72
1753188693.325,269.10,-286.72
1753188693.357,259.57,-286.72
1753188693.389,277.16,-286.72
1753188693.421,247.24,-286.72
1753188693.453,229.57,-286.72
1753188693.485,200.38,-286.72
1753188693.517,205.12,-286.72
1753188693.549,180.51,-286.72
1753188693.581,198.84,-286.72
1753188693.613,178.25,-286.72
1753188693.645,194.15,-286.72
1753188693.677,195.47,-286.72
1753188693.709,197.61,-286.72
1753188693.742,208.23,-286.72
1753188693.774,216.96,-286.72
1753188693.805,224.90,-286.72
1753188693.837,221.52,-286.72
1753188693.870,243.63,-286.72
1753188693.901,234.50,-286.72
1753188693.934,257.47,-286.72
1753188693.966,271.34,-286.72
1753188693.998,261.05,-286.72
1753188694.030,271.44,-286.72
1753188694.062,274.02,-286.72
1753188694.094,258.76,-286.72
1753188694.126,253.74,-286.72
1753188694.158,226.40,-286.72
1753188694.190,209.08,-286.72
1753188694.222,213.42,-286.72
1753188694.254,199.23,-286.72
