1753100338.553,-25.66,-8.51,255.75
1753100338.569,-25.72,-8.47,255.76
1753100338.601,-25.72,-8.39,255.11
1753100338.617,-25.69,-8.34,255.16
1753100338.649,-25.99,-8.32,255.07
1753100338.665,-26.30,-8.23,255.61
1753100338.681,-26.59,-8.11,255.80
1753100338.713,-26.88,-8.08,256.11
1753100338.745,-27.07,-8.09,255.99
1753100338.761,-26.95,-8.00,256.33
1753100338.777,-26.49,-7.88,257.18
1753100338.793,-26.13,-7.76,256.48
1753100338.826,-25.96,-7.72,256.37
1753100338.841,-25.99,-7.78,256.68
1753100338.857,-26.00,-7.95,256.61
1753100338.889,-25.74,-8.27,255.99
1753100338.905,-25.24,-8.37,255.02
1753100338.937,-24.82,-8.45,254.21
1753100339.001,-24.84,-8.48,254.35
1753100339.017,-25.17,-8.49,254.93
1753100339.033,-25.81,-8.47,255.41
1753100339.049,-25.95,-8.48,255.90
1753100339.065,-25.97,-8.56,255.78
1753100339.081,-25.88,-8.39,256.05
1753100339.097,-25.84,-8.32,255.93
1753100339.113,-25.94,-8.18,256.22
1753100339.145,-26.05,-8.16,256.72
1753100339.145,-26.12,-8.07,257.28
1753100339.177,-26.04,-7.91,257.47
1753100339.193,-26.14,-7.73,257.51
1753100339.225,-26.22,-7.59,257.51
1753100339.241,-26.39,-7.50,257.93
1753100339.273,-26.51,-7.57,258.07
1753100339.289,-26.40,-7.66,257.51
1753100339.305,-26.21,-7.76,256.62
1753100339.337,-25.89,-8.09,255.24
1753100339.353,-25.61,-8.41,254.74
1753100339.369,-25.18,-8.57,254.30
1753100339.401,-24.81,-8.64,253.64
1753100339.417,-24.66,-8.56,253.90
1753100339.433,-24.80,-8.47,254.24
1753100339.465,-25.17,-8.45,254.23
1753100339.481,-25.71,-8.32,254.83
1753100339.497,-26.13,-8.10,255.57
1753100339.529,-26.43,-7.84,255.38
1753100339.545,-26.53,-7.81,254.88
1753100339.577,-26.73,-7.72,255.28
1753100339.593,-26.65,-7.73,255.32
1753100339.609,-26.29,-7.80,254.26
1753100339.641,-25.93,-8.03,253.53
1753100339.657,-25.52,-8.33,252.11
1753100339.673,-25.19,-8.40,251.72
1753100339.705,-24.83,-8.44,252.67
1753100339.721,-24.66,-8.49,253.36
1753100339.753,-24.63,-8.55,252.56
1753100339.769,-24.83,-8.51,252.54
1753100339.785,-25.08,-8.45,252.43
1753100339.817,-25.35,-8.80,251.73
1753100339.833,-25.61,-8.73,251.77
1753100339.849,-25.79,-8.65,251.32
1753100339.881,-26.00,-8.53,251.68
1753100339.897,-26.12,-8.49,251.50
1753100339.913,-26.04,-8.50,251.33
1753100339.945,-25.90,-8.33,251.55
1753100339.961,-25.74,-8.16,251.88
1753100339.993,-25.60,-7.98,252.55
1753100340.009,-25.66,-8.07,252.91
1753100340.041,-25.56,-8.04,253.20
1753100340.073,-25.51,-8.05,253.17
1753100340.089,-25.33,-7.98,253.10
1753100340.105,-25.26,-7.94,252.75
1753100340.121,-25.39,-7.85,253.20
1753100340.153,-25.65,-7.83,253.94
1753100340.153,-25.78,-7.84,254.15
1753100340.185,-25.71,-7.82,253.94
1753100340.201,-25.53,-7.87,253.82
1753100340.233,-25.45,-8.05,253.66
1753100340.249,-25.35,-8.24,253.45
1753100340.265,-25.20,-8.39,252.86
1753100340.297,-24.90,-8.50,252.83
1753100340.313,-24.55,-8.50,252.26
1753100340.345,-24.67,-8.46,252.21
1753100340.361,-25.06,-8.31,253.71
1753100340.393,-25.85,-8.29,253.87
1753100340.409,-26.54,-8.15,254.40
1753100340.425,-26.43,-7.87,254.93
1753100340.457,-25.75,-7.46,255.09
1753100340.473,-25.33,-7.31,255.54
1753100340.489,-25.17,-7.12,255.97
1753100340.521,-24.96,-6.90,256.97
1753100340.537,-24.75,-7.12,256.37
1753100340.553,-25.11,-7.86,255.42
1753100340.585,-25.98,-8.87,253.41
1753100340.601,-26.14,-9.03,252.86
1753100340.633,-25.85,-8.85,252.37
1753100340.650,-25.38,-9.31,250.28
1753100340.665,-24.91,-9.47,248.59
1753100340.697,-24.02,-9.25,248.32
1753100340.730,-23.35,-8.65,248.89
1753100340.745,-23.54,-8.09,249.62
1753100340.761,-24.82,-7.88,251.51
1753100340.777,-26.75,-8.40,252.31
1753100340.810,-27.95,-9.30,252.17
1753100340.826,-27.75,-9.77,251.09
1753100340.841,-26.58,-9.82,248.01
1753100340.874,-25.99,-9.54,246.78
1753100340.890,-25.68,-8.44,248.61
1753100340.922,-25.57,-7.04,252.44
1753100340.954,-24.43,-5.16,256.82
1753100340.970,-24.56,-4.57,258.10
1753100340.986,-24.79,-6.19,255.08
1753100341.002,-25.34,-7.53,253.24
1753100341.034,-25.73,-8.41,252.31
1753100341.050,-25.87,-9.06,251.48
1753100341.082,-25.79,-8.96,251.19
1753100341.098,-26.01,-8.09,252.87
1753100341.114,-26.29,-7.68,253.60
1753100341.146,-26.76,-7.71,253.32
1753100341.162,-27.12,-8.39,252.55
1753100341.178,-26.90,-9.34,250.77
1753100341.210,-25.94,-9.97,249.26
1753100341.226,-24.44,-10.14,247.85
1753100341.258,-23.04,-9.65,246.83
1753100341.290,-22.37,-8.66,249.98
1753100341.290,-22.60,-8.29,253.04
1753100341.322,-23.82,-8.23,255.63
1753100341.354,-25.06,-7.79,258.88
1753100341.370,-25.94,-5.64,264.08
1753100341.386,-26.58,-4.08,266.37
1753100341.402,-26.37,-5.54,262.02
1753100341.434,-26.81,-6.65,259.69
1753100341.450,-28.04,-7.56,258.72
1753100341.466,-28.35,-8.75,256.28
1753100341.498,-28.53,-9.49,254.79
1753100341.514,-28.10,-9.74,253.28
1753100341.546,-27.15,-9.99,251.29
1753100341.562,-26.05,-9.65,251.07
1753100341.594,-24.85,-8.93,251.39
1753100341.610,-24.10,-8.68,251.76
1753100341.626,-23.26,-8.76,251.23
1753100341.642,-22.49,-9.02,249.94
1753100341.674,-22.66,-9.09,250.49
1753100341.690,-23.44,-8.57,252.28
1753100341.706,-25.78,-4.38,262.53
1753100341.738,-27.92,-3.62,264.59
1753100341.754,-28.64,-5.71,260.23
1753100341.770,-29.87,-6.66,257.66
1753100341.802,-31.30,-6.87,256.84
1753100341.818,-31.40,-7.73,254.58
1753100341.850,-30.37,-8.76,251.63
1753100341.866,-28.67,-9.23,248.72
1753100341.882,-27.17,-9.16,247.60
1753100341.914,-25.55,-8.37,248.65
1753100341.930,-24.01,-7.26,252.12
1753100341.962,-22.82,-6.90,254.37
1753100341.978,-21.80,-7.02,255.38
1753100341.994,-20.97,-7.83,254.57
1753100342.010,-21.41,-8.50,254.50
1753100342.058,-22.12,-9.10,252.76
1753100342.058,-23.22,-9.17,252.80
1753100342.090,-24.65,-8.72,253.69
1753100342.106,-26.16,-8.22,254.85
1753100342.122,-27.60,-7.96,255.46
1753100342.154,-28.23,-7.93,255.02
1753100342.170,-28.73,-7.91,255.33
1753100342.186,-29.17,-8.00,255.23
1753100342.218,-28.27,-6.15,258.76
1753100342.234,-27.71,-6.14,259.09
1753100342.266,-26.80,-6.23,259.16
1753100342.282,-26.55,-7.16,257.09
1753100342.298,-26.24,-7.54,256.67
1753100342.330,-25.84,-7.71,258.05
1753100342.362,-25.24,-7.71,258.47
1753100342.378,-25.33,-7.61,259.76
1753100342.394,-25.13,-7.50,260.05
1753100342.410,-25.24,-7.28,260.35
1753100342.442,-25.76,-7.44,260.63
1753100342.458,-26.54,-7.67,260.20
1753100342.474,-27.15,-8.03,259.85
1753100342.506,-27.20,-8.50,258.81
1753100342.522,-26.98,-8.76,257.57
1753100342.554,-26.43,-8.20,257.33
1753100342.570,-26.42,-7.85,257.08
1753100342.586,-27.07,-7.82,257.38
1753100342.618,-27.89,-7.89,257.43
1753100342.634,-28.25,-8.08,258.09
1753100342.666,-28.18,-8.42,256.82
1753100342.682,-27.84,-8.53,255.34
1753100342.698,-27.42,-8.47,255.51
1753100342.714,-26.93,-8.18,255.80
1753100342.746,-26.34,-7.89,257.14
1753100342.762,-25.81,-5.77,262.68
1753100342.794,-25.22,-5.85,261.66
1753100342.810,-24.76,-5.60,262.64
1753100342.842,-24.96,-6.77,260.59
1753100342.874,-25.58,-7.64,258.75
1753100342.890,-26.69,-7.88,258.67
1753100342.922,-27.83,-7.94,259.71
1753100342.970,-28.08,-8.06,259.47
1753100342.986,-27.64,-8.27,257.77
1753100343.018,-27.27,-8.47,255.66
1753100343.034,-27.55,-8.71,254.23
1753100343.050,-27.98,-8.67,254.62
1753100343.066,-28.00,-8.48,255.72
1753100343.098,-27.53,-8.08,256.92
1753100343.146,-26.72,-7.66,257.10
1753100343.162,-25.84,-7.26,257.44
1753100343.178,-25.60,-7.07,258.66
1753100343.210,-25.91,-7.21,258.78
1753100343.226,-26.53,-7.36,259.62
1753100343.259,-26.78,-7.43,259.76
1753100343.274,-26.79,-7.57,259.01
1753100343.290,-26.59,-7.47,258.63
1753100343.322,-26.67,-7.39,258.68
1753100343.338,-26.75,-7.37,258.81
1753100343.354,-26.76,-7.53,258.51
1753100343.370,-26.44,-7.68,258.05
1753100343.386,-26.01,-7.78,258.27
1753100343.402,-25.86,-7.91,258.50
1753100343.402,-26.39,-7.94,259.29
1753100343.434,-26.98,-7.90,259.69
1753100343.450,-27.42,-7.84,260.03
1753100343.483,-27.65,-7.90,258.62
1753100343.498,-27.47,-7.98,257.16
1753100343.514,-26.91,-8.01,256.21
1753100343.546,-26.52,-7.86,255.98
1753100343.578,-26.21,-7.52,257.98
1753100343.594,-26.07,-7.34,258.08
1753100343.626,-25.65,-7.29,258.32
1753100343.658,-25.17,-7.52,257.34
1753100343.674,-24.95,-7.90,256.24
1753100343.706,-25.04,-8.07,255.26
1753100343.738,-25.43,-8.10,254.46
