1753301418.310,184.19,184.06,-1.68
1753301418.342,184.41,184.29,-1.67
1753301418.374,184.51,184.74,-1.65
1753301418.406,184.54,184.45,-1.67
1753301418.438,184.65,184.69,-1.82
1753301418.470,184.26,184.35,-1.71
1753301418.519,184.55,184.85,-1.80
1753301418.550,184.27,183.97,-1.84
1753301418.566,184.51,185.03,-1.74
1753301418.598,184.57,184.12,-1.81
1753301418.631,184.62,184.78,-1.68
1753301418.663,184.54,184.23,-1.58
1753301418.695,184.23,184.19,-1.67
1753301418.743,184.11,183.83,-1.71
1753301418.775,184.54,184.80,-1.82
1753301418.807,184.63,184.65,-1.84
1753301418.839,184.40,184.53,-1.72
1753301418.871,184.19,183.94,-1.72
1753301418.903,184.38,184.40,-1.65
1753301418.935,184.31,183.96,-1.72
1753301418.967,184.27,184.39,-1.87
1753301418.999,184.77,184.71,-1.71
1753301419.031,184.60,184.83,-1.73
1753301419.063,184.69,184.77,-1.74
1753301419.095,184.56,184.47,-1.64
1753301419.127,184.58,184.50,-1.78
1753301419.159,184.58,184.54,-1.74
1753301419.191,184.42,184.41,-1.79
1753301419.223,184.47,184.65,-1.75
1753301419.271,184.32,184.42,-1.74
1753301419.303,184.58,184.73,-1.70
1753301419.319,184.81,184.98,-1.75
1753301419.367,184.47,184.32,-1.81
1753301419.399,184.13,183.96,-1.71
1753301419.431,184.26,184.24,-1.69
1753301419.463,184.19,184.26,-1.71
1753301419.495,184.44,184.76,-1.67
1753301419.527,184.65,184.95,-1.64
1753301419.559,184.28,184.02,-1.73
1753301419.591,184.11,184.21,-1.70
1753301419.623,184.18,184.21,-1.70
1753301419.655,184.21,185.02,-1.76
1753301419.687,184.37,184.70,-1.70
1753301419.719,184.38,184.22,-1.70
1753301419.751,184.34,184.29,-1.75
1753301419.783,184.12,184.09,-1.83
1753301419.815,184.25,184.45,-1.72
1753301419.847,184.61,185.43,-1.71
1753301419.879,184.67,185.24,-1.75
1753301419.927,184.10,183.18,-1.67
1753301419.959,184.33,184.63,-1.72
1753301419.991,185.29,187.92,-1.67
1753301420.039,183.85,178.43,-1.68
1753301420.055,185.42,185.29,-1.75
1753301420.087,186.72,187.11,-1.65
1753301420.119,186.34,189.61,-1.67
1753301420.167,183.70,177.37,-1.62
1753301420.183,182.97,184.11,-1.69
1753301420.215,185.94,187.99,-1.71
1753301420.263,187.34,198.28,-1.75
1753301420.295,188.12,189.53,-1.81
1753301420.327,184.49,181.41,-1.72
1753301420.360,185.56,188.89,-1.60
1753301420.391,181.71,171.08,-1.63
1753301420.439,187.77,190.75,-1.75
1753301420.487,186.61,188.02,-1.65
1753301420.504,184.48,182.64,-1.68
1753301420.536,186.40,189.80,-1.73
1753301420.568,185.38,185.21,-1.78
1753301420.584,183.20,181.03,-1.87
1753301420.616,181.57,180.10,-2.33
1753301420.648,183.42,177.69,-2.81
1753301420.696,183.72,177.62,-3.80
1753301420.728,182.95,185.61,-4.84
1753301420.760,181.81,176.85,-6.35
1753301420.792,182.61,178.46,-7.87
1753301420.824,182.15,178.64,-9.84
1753301420.856,184.72,189.98,-12.03
1753301420.888,184.99,182.23,-13.54
1753301420.920,195.60,204.96,-15.04
1753301420.952,182.91,177.15,-18.61
1753301421.000,179.36,192.50,-21.66
1753301421.032,184.00,212.97,-24.97
1753301421.048,185.14,205.81,-27.25
1753301421.080,185.78,208.74,-30.60
1753301421.112,184.44,208.73,-33.70
1753301421.144,179.85,175.23,-36.53
1753301421.192,180.61,180.44,-39.64
1753301421.224,175.80,174.13,-43.11
1753301421.256,182.23,186.90,-46.50
1753301421.288,182.04,186.33,-50.22
1753301421.320,174.51,170.67,-53.72
1753301421.352,174.56,169.08,-57.96
1753301421.384,174.89,180.94,-61.89
1753301421.416,170.62,168.08,-65.27
1753301421.448,176.45,166.43,-68.92
1753301421.480,173.05,188.93,-72.92
1753301421.512,170.52,169.35,-77.00
1753301421.544,171.59,164.77,-80.60
1753301421.576,171.90,180.45,-83.84
1753301421.624,170.18,174.09,-88.11
1753301421.640,167.73,164.74,-91.59
1753301421.672,168.67,178.47,-95.51
1753301421.704,169.35,170.35,-99.11
1753301421.736,170.32,161.28,-102.49
1753301421.784,167.82,171.96,-106.43
1753301421.816,167.46,156.71,-109.72
1753301421.848,165.60,177.41,-113.61
1753301421.880,166.08,157.06,-116.88
1753301421.912,168.98,173.65,-120.36
1753301421.944,169.74,170.33,-123.73
1753301421.976,171.23,178.99,-126.46
1753301422.008,172.73,185.34,-129.46
