1753189270.049,154.08,-2.29
1753189270.081,153.94,-2.33
1753189270.113,154.20,-2.33
1753189270.145,154.14,-2.33
1753189270.177,154.03,-2.22
1753189270.209,154.29,-2.30
1753189270.241,154.46,-2.35
1753189270.273,154.39,-2.37
1753189270.306,154.17,-2.32
1753189270.338,154.07,-2.29
1753189270.370,153.99,-2.31
1753189270.402,154.14,-2.31
1753189270.434,154.31,-1.94
1753189270.466,154.42,-2.16
1753189270.498,154.34,-2.70
1753189270.530,154.15,-2.41
1753189270.562,154.25,-2.37
1753189270.594,154.50,-2.61
1753189270.626,154.35,-2.36
1753189270.658,154.43,-2.27
1753189270.690,154.37,-2.33
1753189270.722,154.16,-2.34
1753189270.754,154.17,-2.33
1753189270.786,154.18,-2.32
1753189270.818,154.15,-2.30
1753189270.850,154.31,-2.26
1753189270.882,154.14,-2.24
1753189270.914,154.16,-2.33
1753189270.946,154.12,-2.31
1753189270.978,153.97,-2.30
1753189271.010,153.99,-2.50
1753189271.058,154.15,-1.90
1753189271.090,154.23,-2.25
1753189271.122,154.05,-2.36
1753189271.154,154.33,-2.35
1753189271.186,154.34,-2.26
1753189271.218,153.92,-2.31
1753189271.250,153.94,-1.98
1753189271.282,153.90,-2.23
1753189271.314,153.75,-2.12
1753189271.346,153.67,-2.20
1753189271.378,153.85,-2.26
1753189271.410,153.95,-2.34
1753189271.442,154.06,-2.30
1753189271.474,154.12,-2.33
1753189271.506,153.90,-2.36
1753189271.538,154.00,-2.31
1753189271.570,154.05,-2.34
1753189271.602,154.23,-1.97
1753189271.634,154.29,-2.25
1753189271.666,154.27,-2.26
1753189271.698,154.09,-2.34
1753189271.730,154.15,-2.27
1753189271.762,154.10,-2.25
1753189271.794,154.19,-2.24
1753189271.826,154.03,-2.28
1753189271.858,154.08,-2.34
1753189271.891,154.17,-2.29
1753189271.922,153.93,-2.31
1753189271.954,153.96,-2.34
1753189271.986,154.09,-2.27
1753189272.018,154.30,-2.20
1753189272.050,154.37,-2.20
1753189272.082,154.27,-2.33
1753189272.114,154.19,-2.32
1753189272.146,154.12,-2.33
1753189272.178,154.23,-2.31
1753189272.210,153.99,-2.33
1753189272.242,153.94,-2.28
1753189272.274,154.14,-2.33
1753189272.306,154.22,-2.33
1753189272.338,154.27,-2.29
1753189272.370,154.13,-2.25
1753189272.402,153.94,-2.28
1753189272.435,153.99,-2.23
1753189272.483,154.08,-2.21
1753189272.514,153.83,-2.28
1753189272.547,154.02,-2.29
1753189272.579,153.87,-2.02
1753189272.611,153.87,-2.22
1753189272.643,153.77,-2.28
1753189272.675,154.31,-2.32
1753189272.707,154.18,-2.27
1753189272.739,153.66,-2.30
1753189272.771,153.72,-2.29
1753189272.803,153.04,-2.06
1753189272.835,153.62,-2.33
1753189272.867,154.17,-2.31
1753189272.899,153.61,-2.26
1753189272.931,154.07,-2.28
1753189272.963,153.84,-2.07
1753189272.995,154.25,-2.16
1753189273.027,154.06,-2.25
1753189273.059,154.18,-2.27
1753189273.091,154.63,-2.31
1753189273.123,154.76,-2.29
1753189273.155,154.69,-2.70
1753189273.187,154.11,-2.43
1753189273.235,154.48,-2.33
1753189273.251,154.58,-2.32
1753189273.283,154.42,-2.31
1753189273.315,153.22,-2.12
1753189273.363,153.81,-2.32
1753189273.379,154.21,-2.34
1753189273.411,153.81,-2.24
1753189273.443,154.05,-2.57
1753189273.475,153.38,-2.95
1753189273.507,155.38,-3.65
1753189273.539,153.30,-4.19
1753189273.571,156.51,-5.30
1753189273.603,156.33,-5.96
1753189273.635,156.62,-7.02
1753189273.667,156.67,-7.57
1753189273.699,157.46,-9.09
1753189273.731,153.99,-9.62
1753189273.763,156.57,-11.36
1753189273.795,152.05,-12.01
1753189273.827,152.62,-13.16
1753189273.859,156.06,-14.83
1753189273.891,154.58,-16.14
1753189273.923,156.02,-17.67
1753189273.955,155.53,-19.02
1753189273.987,155.23,-21.17
1753189274.035,154.36,-21.92
1753189274.051,159.90,-23.64
1753189274.083,157.84,-25.43
1753189274.131,160.53,-26.79
1753189274.163,159.84,-27.63
1753189274.179,159.93,-28.20
1753189274.211,161.21,-29.25
1753189274.243,161.79,-30.98
1753189274.275,158.28,-32.77
