1753187517.655,169.68,-25.86
1753187517.687,114.41,-10.19
1753187517.719,100.25,-5.02
1753187517.767,95.99,-3.63
1753187517.784,95.77,-1.58
1753187517.815,94.62,-3.56
1753187517.847,95.04,-2.85
1753187517.880,94.81,-2.68
1753187517.911,95.12,-2.35
1753187517.943,95.18,-2.78
1753187517.975,95.05,-2.76
1753187518.008,95.40,-2.67
1753187518.039,95.22,-2.69
1753187518.071,95.43,-2.75
1753187518.103,95.44,-2.82
1753187518.136,95.62,-2.70
1753187518.168,95.38,-2.73
1753187518.200,95.34,-2.76
1753187518.231,95.57,-2.73
1753187518.264,95.58,-2.70
1753187518.296,95.49,-2.85
1753187518.344,95.40,-2.76
1753187518.360,95.35,-2.96
1753187518.392,95.36,-2.73
1753187518.424,95.49,-2.81
1753187518.456,95.53,-2.66
1753187518.488,95.85,-2.93
1753187518.520,95.87,-3.00
1753187518.552,95.16,-2.75
1753187518.584,95.18,-2.51
1753187518.616,94.99,-2.59
1753187518.648,95.17,-2.92
1753187518.680,95.37,-2.97
1753187518.712,95.19,-2.89
1753187518.744,95.26,-2.56
1753187518.776,95.14,-2.69
1753187518.808,95.30,-2.79
1753187518.840,95.68,-3.12
1753187518.872,95.68,-2.90
1753187518.904,95.69,-2.75
1753187518.936,95.84,-2.41
1753187518.968,95.41,-2.88
1753187519.000,95.94,-3.16
1753187519.032,95.69,-2.95
1753187519.064,95.48,-2.77
1753187519.096,95.51,-2.55
1753187519.128,95.75,-2.74
1753187519.160,95.61,-2.95
1753187519.192,95.80,-3.09
1753187519.224,95.62,-2.90
1753187519.256,95.54,-2.68
1753187519.288,95.87,-2.54
1753187519.320,95.70,-2.93
1753187519.352,95.81,-3.12
1753187519.384,95.58,-2.92
1753187519.416,95.45,-2.69
1753187519.448,95.68,-2.70
1753187519.480,95.52,-2.90
1753187519.512,95.59,-3.14
1753187519.544,95.57,-2.90
1753187519.576,95.65,-2.68
1753187519.608,95.49,-2.62
1753187519.640,95.74,-2.83
1753187519.672,95.67,-3.00
1753187519.704,95.86,-2.92
1753187519.736,96.06,-2.72
1753187519.768,96.07,-2.72
1753187519.800,95.91,-2.76
1753187519.832,95.99,-3.04
1753187519.864,95.97,-2.91
1753187519.896,95.76,-2.79
1753187519.928,95.94,-2.67
1753187519.960,95.91,-2.78
1753187519.992,95.89,-2.90
1753187520.024,96.16,-2.98
1753187520.056,95.80,-2.91
1753187520.089,96.41,-2.65
1753187520.121,95.97,-2.82
1753187520.153,96.16,-2.97
1753187520.201,96.00,-2.88
1753187520.216,95.96,-2.84
1753187520.248,96.18,-2.73
1753187520.281,96.11,-2.73
1753187520.313,96.23,-2.78
1753187520.345,95.90,-2.93
1753187520.377,96.17,-2.93
1753187520.409,96.07,-2.78
1753187520.441,96.10,-2.81
1753187520.473,96.28,-2.81
1753187520.505,96.22,-2.97
1753187520.537,96.32,-2.97
1753187520.569,96.39,-2.76
1753187520.601,96.23,-2.75
1753187520.633,96.23,-2.77
1753187520.665,96.47,-2.91
1753187520.697,96.30,-2.99
1753187520.729,96.05,-2.91
1753187520.761,96.25,-2.81
1753187520.793,96.53,-2.94
1753187520.825,96.49,-2.90
1753187520.857,96.17,-2.92
1753187520.889,96.20,-2.82
1753187520.921,96.22,-2.79
1753187520.953,96.33,-2.75
1753187520.985,96.21,-2.77
1753187521.017,96.04,-2.86
1753187521.049,95.87,-2.92
1753187521.081,95.93,-2.82
1753187521.113,95.91,-2.79
1753187521.145,96.04,-2.82
1753187521.177,95.93,-2.98
1753187521.209,96.10,-2.83
1753187521.241,96.27,-2.67
1753187521.273,96.20,-2.80
1753187521.305,96.12,-2.94
1753187521.353,96.30,-3.04
1753187521.385,96.40,-2.93
1753187521.417,96.57,-2.71
1753187521.433,96.64,-2.74
1753187521.465,96.30,-2.90
1753187521.513,96.25,-2.91
1753187521.545,96.65,-2.87
1753187521.561,96.49,-2.72
1753187521.593,96.23,-2.87
1753187521.641,96.29,-2.92
1753187521.673,96.52,-3.04
1753187521.705,96.10,-2.75
1753187521.737,96.18,-2.85
1753187521.753,95.86,-2.87
1753187521.801,95.92,-2.91
1753187521.833,95.79,-3.00
1753187521.865,95.99,-2.85
1753187521.897,96.26,-2.82
1753187521.945,95.94,-2.91
1753187521.961,95.98,-2.93
1753187522.009,96.52,-2.94
1753187522.025,96.37,-2.88
1753187522.057,96.43,-2.80
1753187522.089,96.54,-2.84
1753187522.137,96.88,-2.88
1753187522.169,97.07,-2.94
1753187522.201,96.82,-2.82
1753187522.233,96.40,-2.85
1753187522.265,96.42,-2.82
1753187522.297,96.55,-2.92
1753187522.329,96.25,-2.88
1753187522.362,96.07,-2.84
1753187522.410,95.86,-2.74
1753187522.425,96.22,-2.84
1753187522.457,96.20,-2.96
1753187522.506,96.11,-2.91
1753187522.521,96.10,-2.93
1753187522.554,96.33,-2.83
1753187522.586,96.09,-2.85
1753187522.618,96.12,-2.90
1753187522.650,96.28,-2.97
1753187522.682,96.49,-2.94
1753187522.714,95.93,-2.83
1753187522.746,96.05,-2.82
1753187522.778,96.23,-2.92
1753187522.810,96.11,-2.92
1753187522.842,96.18,-2.90
1753187522.874,96.16,-2.85
1753187522.906,96.06,-2.87
1753187522.938,96.29,-2.86
1753187522.970,96.45,-2.96
1753187523.002,96.08,-2.79
1753187523.034,96.15,-2.84
1753187523.066,96.21,-2.85
1753187523.114,96.04,-2.87
1753187523.130,96.14,-2.97
1753187523.162,95.79,-2.85
1753187523.210,96.13,-2.87
1753187523.226,96.46,-2.82
1753187523.258,96.12,-2.85
1753187523.306,96.12,-2.78
1753187523.322,96.26,-2.87
1753187523.354,95.99,-2.92
1753187523.386,95.92,-2.88
1753187523.418,96.46,-2.81
1753187523.450,96.03,-2.93
1753187523.482,96.14,-2.86
1753187523.530,96.14,-2.89
1753187523.546,96.33,-2.92
1753187523.578,96.23,-2.84
1753187523.610,96.10,-2.82
1753187523.642,96.25,-2.77
1753187523.674,96.31,-2.95
1753187523.722,96.22,-2.86
1753187523.738,96.41,-2.83
1753187523.770,96.09,-2.74
1753187523.818,96.14,-2.94
1753187523.834,96.18,-2.86
1753187523.866,95.88,-2.95
1753187523.914,95.95,-2.86
1753187523.930,96.28,-2.84
1753187523.962,96.15,-2.87
1753187524.010,96.22,-2.83
1753187524.043,96.75,-6.62
1753187524.058,102.45,-45.18
1753187524.090,90.98,-102.83
1753187524.122,98.15,37.12
1753187524.154,124.81,120.80
1753187524.186,102.18,93.99
1753187524.218,88.81,55.91
1753187524.250,90.87,38.27
1753187524.282,83.51,-63.53
1753187524.314,89.71,36.30
1753187524.346,90.10,-0.74
1753187524.378,83.16,49.56
1753187524.410,83.78,15.30
1753187524.442,90.76,3.65
1753187524.474,100.76,70.79
1753187524.506,94.01,-64.55
1753187524.538,94.19,-94.96
1753187524.570,105.46,-71.09
1753187524.619,115.44,-124.99
1753187524.634,119.80,-192.55
1753187524.666,124.38,-203.37
1753187524.698,129.61,-225.62
1753187524.731,135.06,-268.18
1753187524.763,138.68,-259.87
1753187524.811,144.46,-275.22
1753187524.827,150.73,-227.05
1753187524.875,153.60,-227.08
1753187524.891,156.09,-187.54
1753187524.923,156.78,-162.93
1753187524.955,162.54,-100.05
1753187524.987,161.02,-61.55
1753187525.019,161.43,-26.84
1753187525.051,161.40,-88.87
1753187525.083,161.58,-59.23
1753187525.115,160.67,-85.71
1753187525.147,160.43,-39.50
1753187525.179,159.27,54.21
1753187525.211,162.71,206.11
1753187525.243,156.64,265.56
1753187525.291,153.25,261.75
1753187525.323,148.91,235.86
1753187525.355,140.66,270.77
1753187525.387,131.53,282.49
1753187525.419,123.66,209.05
1753187525.451,123.14,123.56
1753187525.483,116.25,92.55
1753187525.515,116.05,56.31
1753187525.547,112.80,40.02
1753187525.579,106.34,24.09
1753187525.611,108.50,9.66
1753187525.643,104.00,5.17
1753187525.675,104.42,-11.79
1753187525.707,106.85,-10.57
1753187525.739,103.91,4.46
1753187525.771,102.05,-17.25
1753187525.803,103.86,-13.04
1753187525.835,104.14,-2.50
1753187525.867,105.47,24.24
1753187525.899,96.93,15.93
1753187525.931,97.34,117.08
1753187525.963,92.53,72.04
1753187525.995,90.96,-14.97
1753187526.027,87.69,-32.70
1753187526.059,86.51,-31.39
1753187526.092,88.46,-35.78
1753187526.123,91.85,-24.70
1753187526.155,92.76,15.91
1753187526.187,97.41,-23.88
1753187526.219,100.47,-43.23
1753187526.251,100.91,-18.54
1753187526.283,98.75,10.49
1753187526.315,97.53,7.09
1753187526.347,101.47,36.85
1753187526.379,96.94,51.34
1753187526.411,100.28,17.33
1753187526.443,104.36,-71.66
1753187526.475,95.52,-52.74
1753187526.507,101.44,-15.83
1753187526.539,103.06,-6.26
1753187526.571,100.73,12.08
1753187526.603,100.20,22.04
1753187526.635,110.01,144.50
1753187526.667,98.65,249.40
1753187526.699,87.93,276.91
1753187526.731,79.19,284.11
1753187526.763,78.40,234.78
1753187526.795,77.92,151.61
1753187526.827,80.51,115.91
1753187526.859,68.81,128.35
1753187526.891,61.54,175.51
1753187526.923,64.87,142.99
1753187526.956,65.04,102.22
1753187526.988,62.48,65.58
1753187527.020,63.38,-113.74
1753187527.052,63.10,-165.93
1753187527.084,66.52,-85.03
1753187527.116,67.12,-44.34
1753187527.148,66.72,-85.17
1753187527.180,68.58,-91.59
1753187527.212,61.12,-12.41
1753187527.244,63.84,139.48
1753187527.276,59.50,198.86
1753187527.308,53.91,205.24
1753187527.340,49.70,127.65
1753187527.372,48.09,-70.95
1753187527.404,56.66,-229.68
1753187527.436,53.10,-205.57
1753187527.468,50.03,-28.92
1753187527.484,49.84,74.94
1753187527.532,56.36,52.87
1753187527.564,54.63,3.18
1753187527.596,54.16,-71.85
1753187527.628,55.63,-122.05
1753187527.660,64.46,-153.23
1753187527.692,67.52,-136.01
1753187527.724,70.53,-102.72
1753187527.756,85.95,-69.34
1753187527.788,92.93,-22.58
1753187527.820,101.61,3.61
1753187527.852,98.56,-18.38
1753187527.884,123.60,55.38
1753187527.932,87.57,120.39
1753187527.948,56.72,207.85
1753187527.980,72.65,184.74
1753187528.012,104.97,216.00
1753187528.044,60.81,117.59
1753187528.092,19.69,199.94
1753187528.108,44.56,213.31
1753187528.140,245.83,172.24
1753187528.172,321.62,191.87
1753187528.204,337.26,180.72
1753187528.236,323.93,128.65
1753187528.268,313.14,161.36
1753187528.300,302.30,193.38
1753187528.332,289.81,132.95
1753187528.364,300.80,98.93
1753187528.396,298.77,203.62
1753187528.428,310.61,182.27
1753187528.460,317.39,139.40
1753187528.508,303.41,65.07
1753187528.524,299.75,-181.72
1753187528.556,303.39,-54.33
1753187528.588,301.82,-42.49
1753187528.620,310.76,-140.58
1753187528.652,296.34,-112.65
1753187528.684,306.77,-8.68
1753187528.732,307.54,68.92
1753187528.748,291.92,90.34
1753187528.781,298.45,68.11
1753187528.828,297.47,64.78
1753187528.844,290.77,-37.99
1753187528.876,267.88,-85.81
1753187528.924,276.02,-83.24
1753187528.940,277.55,-61.05
1753187528.972,275.16,-3.13
1753187529.004,274.31,-15.75
1753187529.036,274.56,-41.86
1753187529.084,276.11,10.46
1753187529.116,279.41,-13.41
1753187529.149,279.45,-28.47
1753187529.181,275.60,-25.29
1753187529.213,274.77,-19.23
1753187529.244,272.67,5.87
1753187529.277,275.83,15.50
1753187529.309,278.80,-29.19
1753187529.341,283.00,-34.70
1753187529.373,283.99,-75.86
1753187529.405,280.83,-137.89
1753187529.437,277.81,-126.20
1753187529.469,282.05,-4.41
1753187529.501,289.65,-52.57
1753187529.533,288.64,-85.02
1753187529.565,291.21,-29.13
1753187529.597,291.68,-17.38
1753187529.629,292.27,-64.53
1753187529.661,287.51,-33.30
1753187529.693,289.80,-13.87
1753187529.741,296.45,-28.49
1753187529.757,296.90,7.14
1753187529.789,296.16,22.32
1753187529.821,291.39,42.25
1753187529.853,293.45,68.54
1753187529.885,291.61,78.32
1753187529.917,289.01,62.14
1753187529.949,285.92,42.00
1753187529.981,278.53,5.50
1753187530.013,278.64,-4.94
1753187530.045,276.44,-0.33
1753187530.077,275.77,-65.15
1753187530.109,269.21,-95.34
1753187530.141,265.12,-219.30
1753187530.173,260.84,-269.05
1753187530.205,275.49,-282.09
